pc_official,android_official,intermediary,named,confidence,source,reason,scope
com/corrodinggames/rts/game/units/n$2,com/corrodinggames/rts/game/units/ar,rw/v090/unit/editor/EditorTab$Types,rustedwarfare/unit/editor/EditorTab$Types,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/n$3,com/corrodinggames/rts/game/units/as,rw/v090/unit/editor/EditorTab$Terrain,rustedwarfare/unit/editor/EditorTab$Terrain,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/n$4,com/corrodinggames/rts/game/units/at,rw/v090/unit/editor/EditorTab$Modded,rustedwarfare/unit/editor/EditorTab$Modded,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/n$5,com/corrodinggames/rts/game/units/au,rw/v090/unit/editor/EditorTab$Search,rustedwarfare/unit/editor/EditorTab$Search,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/n$6,com/corrodinggames/rts/game/units/av,rw/v090/unit/editor/EditorTab$Actions,rustedwarfare/unit/editor/EditorTab$Actions,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/o,com/corrodinggames/rts/game/units/aw,rw/v090/unit/editor/EditorUnitCategory,rustedwarfare/unit/editor/EditorUnitCategory,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/o$1,com/corrodinggames/rts/game/units/ax,rw/v090/unit/editor/EditorUnitCategory$Land,rustedwarfare/unit/editor/EditorUnitCategory$Land,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/o$2,com/corrodinggames/rts/game/units/ay,rw/v090/unit/editor/EditorUnitCategory$Air,rustedwarfare/unit/editor/EditorUnitCategory$Air,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/o$3,com/corrodinggames/rts/game/units/az,rw/v090/unit/editor/EditorUnitCategory$Sea,rustedwarfare/unit/editor/EditorUnitCategory$Sea,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/o$4,com/corrodinggames/rts/game/units/ba,rw/v090/unit/editor/EditorUnitCategory$Buildings,rustedwarfare/unit/editor/EditorUnitCategory$Buildings,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/o$5,com/corrodinggames/rts/game/units/bb,rw/v090/unit/editor/EditorUnitCategory$Bio,rustedwarfare/unit/editor/EditorUnitCategory$Bio,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
com/corrodinggames/rts/game/units/p,com/corrodinggames/rts/game/units/bc,rw/v090/unit/editor/TerrainEditor,rustedwarfare/unit/editor/TerrainEditor,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/q,com/corrodinggames/rts/game/units/bd,rw/v090/unit/editor/SetTerrainTypeAction,rustedwarfare/unit/editor/SetTerrainTypeAction,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/r,com/corrodinggames/rts/game/units/be,rw/v090/unit/editor/TerrainType,rustedwarfare/unit/editor/TerrainType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/r$1,com/corrodinggames/rts/game/units/bf,rw/v090/unit/editor/TerrainType$Grass,rustedwarfare/unit/editor/TerrainType$Grass,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/r$2,com/corrodinggames/rts/game/units/bg,rw/v090/unit/editor/TerrainType$Sea,rustedwarfare/unit/editor/TerrainType$Sea,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/r$3,com/corrodinggames/rts/game/units/bh,rw/v090/unit/editor/TerrainType$Sand,rustedwarfare/unit/editor/TerrainType$Sand,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/r$4,com/corrodinggames/rts/game/units/bi,rw/v090/unit/editor/TerrainType$Dust,rustedwarfare/unit/editor/TerrainType$Dust,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/s,com/corrodinggames/rts/game/units/bj,rw/v100rc1/unit/editor/TileOffset,rustedwarfare/unit/editor/TileOffset,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/t,com/corrodinggames/rts/game/units/bk,rw/unit/special/DummyNonUnitWithTeam,rustedwarfare/unit/special/DummyNonUnitWithTeam,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/u,com/corrodinggames/rts/game/units/bl,rw/unit/special/FogRevealerUnit,rustedwarfare/unit/special/FogRevealerUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/v,com/corrodinggames/rts/game/units/bm,rw/v100/unit/NaturalUnit,rustedwarfare/unit/NaturalUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/w,com/corrodinggames/rts/game/units/bn,rw/unit/AbstractOrderableUnit,rustedwarfare/unit/AbstractOrderableUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/x,com/corrodinggames/rts/game/units/bo,rw/unit/SpecialAirUnitBase,rustedwarfare/unit/SpecialAirUnitBase,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/y,com/corrodinggames/rts/game/units/bp,rw/unit/OrderableUnit,rustedwarfare/unit/OrderableUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/y$1,com/corrodinggames/rts/game/units/bq,rw/v090/unit/OrderableUnit$1,rustedwarfare/unit/OrderableUnit$1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/z,com/corrodinggames/rts/game/units/br,rw/unit/action/ActionExecutionResult,rustedwarfare/unit/action/ActionExecutionResult,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/SettingsEngine,com/corrodinggames/rts/gameFramework/SettingsEngine,rw/core/SettingsEngine,rustedwarfare/core/SettingsEngine,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/a,com/corrodinggames/rts/gameFramework/a,rw/v100rc1/collision/CollisionEngine,rustedwarfare/collision/CollisionEngine,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/a/a,com/corrodinggames/rts/gameFramework/a/a,rw/client/audio/AndroidSoundFactory,rustedwarfare/client/audio/AndroidSoundFactory,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/a/b,com/corrodinggames/rts/gameFramework/a/b,rw/client/audio/AndroidSound,rustedwarfare/client/audio/AndroidSound,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=2,common_core
com/corrodinggames/rts/gameFramework/a/c,com/corrodinggames/rts/gameFramework/a/c,rw/client/audio/SoundPlayRequest,rustedwarfare/client/audio/SoundPlayRequest,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/a/d,com/corrodinggames/rts/gameFramework/a/d,rw/client/audio/SoundQueueThread,rustedwarfare/client/audio/SoundQueueThread,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/a/e,com/corrodinggames/rts/gameFramework/a/e,rw/client/audio/SoundEngine,rustedwarfare/client/audio/SoundEngine,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/a/f,com/corrodinggames/rts/gameFramework/a/f,rw/audio/NullSoundFactory,rustedwarfare/audio/NullSoundFactory,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=2,common_core
com/corrodinggames/rts/gameFramework/a/g,com/corrodinggames/rts/gameFramework/a/g,rw/audio/NullSound,rustedwarfare/audio/NullSound,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/a/h,com/corrodinggames/rts/gameFramework/a/h,rw/client/audio/SoundFactory,rustedwarfare/client/audio/SoundFactory,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/a/i,com/corrodinggames/rts/gameFramework/a/i,rw/audio/GameSound,rustedwarfare/client/audio/GameSound,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/aa,com/corrodinggames/rts/gameFramework/al,rw/formation/FormationManager,rustedwarfare/formation/FormationManager,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ab,com/corrodinggames/rts/gameFramework/am,rw/formation/FormationGroup,rustedwarfare/formation/FormationGroup,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ac,com/corrodinggames/rts/gameFramework/an,rw/input/InputBindingRegistry,rustedwarfare/input/InputBindingRegistry,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ad,com/corrodinggames/rts/gameFramework/ao,rw/input/InputAction,rustedwarfare/input/InputAction,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/ae,com/corrodinggames/rts/gameFramework/ap,rw/input/InputActionCategory,rustedwarfare/input/InputActionCategory,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/af,com/corrodinggames/rts/gameFramework/aq,rw/input/InputBinding,rustedwarfare/input/InputBinding,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ag,com/corrodinggames/rts/gameFramework/ar,rw/input/KeyInputBinding,rustedwarfare/input/KeyInputBinding,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/ah,com/corrodinggames/rts/gameFramework/as,rw/input/ControllerInputBinding,rustedwarfare/input/ControllerInputBinding,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ai,com/corrodinggames/rts/gameFramework/at,rw/input/InputDeviceProvider,rustedwarfare/input/InputDeviceProvider,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=43,common_core
com/corrodinggames/rts/gameFramework/aj,com/corrodinggames/rts/gameFramework/au,rw/input/ControllerInputHook,rustedwarfare/input/ControllerInputHook,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ak,com/corrodinggames/rts/gameFramework/av,rw/input/UnboundInputBinding,rustedwarfare/input/UnboundInputBinding,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/al,com/corrodinggames/rts/gameFramework/aw,rw/input/DefaultControllerInputHook,rustedwarfare/input/DefaultControllerInputHook,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/am,com/corrodinggames/rts/gameFramework/ax,rw/audio/MusicController,rustedwarfare/audio/MusicController,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/am$1,com/corrodinggames/rts/gameFramework/ay,rw/audio/MusicPauseThread,rustedwarfare/audio/MusicPauseThread,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/am$2,com/corrodinggames/rts/gameFramework/az,rw/audio/MusicResumeThread,rustedwarfare/audio/MusicResumeThread,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/an,com/corrodinggames/rts/gameFramework/ba,rw/audio/AndroidMusicFactory,rustedwarfare/audio/AndroidMusicFactory,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ao,com/corrodinggames/rts/gameFramework/bb,rw/audio/AndroidMusicTrack,rustedwarfare/audio/AndroidMusicTrack,high,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/ap,com/corrodinggames/rts/gameFramework/bc,rw/audio/AndroidMusicPlayer,rustedwarfare/audio/AndroidMusicPlayer,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ap$1,com/corrodinggames/rts/gameFramework/bd,rw/audio/AndroidMusicInfoListener,rustedwarfare/audio/AndroidMusicInfoListener,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ap$2,com/corrodinggames/rts/gameFramework/be,rw/audio/AndroidMusicPreparedListener,rustedwarfare/audio/AndroidMusicPreparedListener,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/aq,com/corrodinggames/rts/gameFramework/bf,rw/audio/MusicFactory,rustedwarfare/audio/MusicFactory,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/gameFramework/ar,com/corrodinggames/rts/gameFramework/bg,rw/audio/MusicTrack,rustedwarfare/audio/MusicTrack,medium,structural_match,iterative_hungarian: iteration 1; relation signals 1,common_core
com/corrodinggames/rts/gameFramework/as,com/corrodinggames/rts/gameFramework/bh,rw/audio/MusicPlayer,rustedwarfare/audio/MusicPlayer,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/at,com/corrodinggames/rts/gameFramework/bi,rw/audio/MusicCategory,rustedwarfare/audio/MusicCategory,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/at$1,com/corrodinggames/rts/gameFramework/bj,rw/audio/MusicCategoryStarting,rustedwarfare/audio/MusicCategoryStarting,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/at$2,com/corrodinggames/rts/gameFramework/bk,rw/audio/MusicCategoryBuildup,rustedwarfare/audio/MusicCategoryBuildup,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/at$3,com/corrodinggames/rts/gameFramework/bl,rw/audio/MusicCategoryAttacked,rustedwarfare/audio/MusicCategoryAttacked,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/au,com/corrodinggames/rts/gameFramework/bm,rw/audio/MusicUpdateThread,rustedwarfare/audio/MusicUpdateThread,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/ay,com/corrodinggames/rts/gameFramework/bn,rw/v090/game/SpriteGameObject,rustedwarfare/game/SpriteGameObject,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/az,com/corrodinggames/rts/gameFramework/bo,rw/game/RenderedGameObject,rustedwarfare/game/RenderedGameObject,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/b,com/corrodinggames/rts/gameFramework/b,rw/v100rc1/collision/CollisionGroup,rustedwarfare/collision/CollisionGroup,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/gameFramework/b/a,com/corrodinggames/rts/gameFramework/b/b,rw/render/gl/ShapeShaderSource,rustedwarfare/render/gl/ShapeShaderSource,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
